NPC,ID Dec,ID Hex,,,,,,,,Model Size?,,,Base Level,Base HP,Base STR,Base INT,Base VIT,XP,Base Atk,Base MAtk,Diz,Base Def,Base MDef,STR Level,INT Level,VIT Level,Atk Level,MAtk Level,Def Level,MDef Level,,Diz Res%,Knock Atk%?,Stun Attack?,Knock Res%,,Crit Atk%,Crit Res%,,Flying?,,Fire Res%,Water Res%,Earth Res%,Wind Res%,Light Res%,Dark Res%,Phys Res%,Love Res%,Psn Res%,Seal Res%,Par Res%,Slp Res%,Ftg Res%,Sick Res%,Fnt Res%,Drain Res%,,Friendliness,,Drop 1,Drop 2,Drop 3,Drop 4,Scarcity 1,Scarcity 2,Scarcity 3,Scarcity 4,,,,,,,,,,,EVs (VIT INT STR HP),Produce,,Produce Chance,Upgradable
Light Gate,364,016C,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,50.00%,-100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Light Crystal,Light Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Dark Gate,365,016D,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,-100.00%,50.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Dark Crystal,Dark Crystal,,,50,50,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Love Gate,366,016E,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,4.98%,4.98%,4.98%,4.98%,4.98%,4.98%,0.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Love Crystal,Love Crystal,,,3,3,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Big Gate,367,016F,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Small Crystal,Small Crystal,,,2,2,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Flame Gate,368,0170,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,70.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Fire Crystal,Fire Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Ice Gate,369,0171,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,-50.00%,70.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Water Crystal,Water Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Earth Gate,370,0172,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,70.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Earth Crystal,Earth Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Storm Gate,371,0173,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,-50.00%,70.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Wind Crystal,Wind Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Flash Gate,372,0174,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,70.00%,-50.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Light Crystal,Light Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Black Gate,373,0175,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,-50.00%,70.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Dark Crystal,Dark Crystal,,,80,80,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Precious Gate,374,0176,125.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,15,300,28,40,33,20,10,10,10,50,30,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,9.99%,9.99%,9.99%,9.99%,9.99%,9.99%,0.00%,70.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Love Crystal,Love Crystal,,,4,4,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Void Gate,375,0177,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,-50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Small Crystal,Small Crystal,,,3,3,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Blaze Gate,376,0178,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,100.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Fire Crystal,Fire Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Frozen Gate,377,0179,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,-50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Water Crystal,Water Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Star Gate,378,017A,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,100.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Earth Crystal,Earth Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Tornado Gate,379,017B,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,-50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Wind Crystal,Wind Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Angel Gate,380,017C,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,100.00%,-50.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Light Crystal,Light Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Abyss Gate,381,017D,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,-50.00%,100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Dark Crystal,Dark Crystal,,,100,100,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Affection Gate,382,017E,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,30,800,55,75,60,50,10,10,10,75,50,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Love Crystal,Love Crystal,,,5,5,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Void Gate,383,017F,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,100.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Small Crystal,Small Crystal,,,4,4,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Blaze Gate,384,0180,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,200.00%,0.00%,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Fire Crystal,Fire Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Frozen Gate,385,0181,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,200.00%,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Water Crystal,Water Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Star Gate,386,0182,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,200.00%,0.00%,79.98%,79.98%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Earth Crystal,Earth Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Tornado Gate,387,0183,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,0.00%,200.00%,79.98%,79.98%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Wind Crystal,Wind Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Angel Gate,388,0184,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,79.98%,79.98%,200.00%,0.00%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Light Crystal,Light Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Abyss Gate,389,0185,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,79.98%,79.98%,0.00%,200.00%,79.98%,79.98%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Dark Crystal,Dark Crystal,,,250,250,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Affection Gate,390,0186,75.00%,14,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,80,1000,100,140,120,100,10,10,10,250,200,10,10,9,5,5,10,10,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,0.00%,200.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Love Crystal,Love Crystal,,,15,15,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
